id,satisfaction
59638,1.0
119074,1.0
13395,1.0
108871,0.0
104029,0.0
12025,0.0
42755,1.0
32936,1.0
53978,0.0
70029,0.0
96407,0.0
127129,1.0
113946,1.0
40606,0.0
7742,1.0
128529,0.0
80556,0.0
22155,0.0
56314,0.0
82206,1.0
68344,0.0
18464,0.0
129310,1.0
70613,1.0
8558,0.0
86840,0.0
122170,0.0
24839,1.0
87935,0.0
10735,0.0
118083,0.0
15189,0.0
116832,1.0
99415,1.0
111821,1.0
60089,0.0
51644,0.0
129771,0.0
5412,1.0
98444,0.0
39113,0.0
36518,0.0
119576,0.0
57227,0.0
107365,1.0
233,0.0
70295,0.0
110124,0.0
46382,0.0
121254,1.0
92891,1.0
57816,1.0
36109,0.0
1770,0.0
70400,1.0
75299,1.0
121885,0.0
93772,0.0
15078,1.0
17597,1.0
4927,0.0
32994,1.0
8213,0.0
53073,0.0
19789,1.0
84270,1.0
74151,1.0
117893,0.0
15249,1.0
114937,0.0
85861,1.0
17158,1.0
128028,1.0
3109,1.0
6332,0.0
129473,1.0
70511,0.0
8529,0.0
44101,1.0
20031,0.0
2103,1.0
33484,1.0
41094,0.0
76419,1.0
107120,1.0
109543,0.0
86687,1.0
106144,1.0
126649,1.0
5451,0.0
99445,0.0
44102,1.0
81994,1.0
54677,1.0
32338,0.0
56855,0.0
5993,0.0
100442,1.0
74164,0.0
59220,0.0
47033,0.0
51724,0.0
107246,0.0
102045,1.0
80996,0.0
55696,1.0
4705,0.0
124533,0.0
89236,0.0
27404,0.0
66299,0.0
90250,1.0
69604,1.0
62231,0.0
127414,0.0
83287,1.0
62159,1.0
89936,0.0
92960,1.0
96429,1.0
20254,0.0
80034,0.0
120984,0.0
58651,1.0
45129,0.0
64820,0.0
22529,0.0
117917,0.0
9639,1.0
91209,0.0
61396,0.0
12717,0.0
82915,1.0
120263,0.0
108065,0.0
122726,0.0
24852,0.0
117853,1.0
81119,1.0
16367,1.0
44186,0.0
113137,0.0
108721,1.0
93342,0.0
75321,1.0
49436,0.0
65748,0.0
102057,0.0
39468,0.0
28492,0.0
64793,1.0
18513,0.0
8799,0.0
92140,0.0
93211,1.0
66112,0.0
108771,0.0
35164,0.0
48375,1.0
46358,1.0
128508,0.0
98704,0.0
18274,1.0
20972,0.0
79500,0.0
93098,1.0
36733,0.0
45812,0.0
65598,1.0
61803,1.0
36818,0.0
32419,0.0
57621,0.0
7577,0.0
40216,0.0
89656,1.0
77601,0.0
13121,1.0
15903,1.0
24590,0.0
39616,1.0
31853,0.0
62199,1.0
70191,1.0
108648,0.0
30969,0.0
77620,0.0
83491,0.0
128941,0.0
22663,1.0
78836,1.0
85042,0.0
36786,1.0
43842,0.0
120292,1.0
70616,0.0
108944,1.0
109590,0.0
29471,0.0
10953,1.0
87170,0.0
40114,1.0
60959,0.0
286,1.0
99504,0.0
118938,0.0
28296,1.0
101005,1.0
51263,0.0
1507,1.0
72911,1.0
83439,0.0
39694,0.0
98976,1.0
28365,1.0
54710,0.0
65308,0.0
52434,1.0
36689,0.0
12776,0.0
94201,1.0
81388,1.0
116463,1.0
66179,1.0
88102,0.0
26949,0.0
124725,1.0
115731,0.0
99559,0.0
1307,0.0
79670,0.0
114149,0.0
13103,0.0
59222,0.0
94357,1.0
97449,1.0
125235,1.0
113769,1.0
36549,1.0
108169,1.0
94873,0.0
123289,0.0
20734,0.0
33889,0.0
74146,1.0
55240,1.0
23104,0.0
42011,0.0
115119,1.0
101659,1.0
93261,1.0
106610,1.0
91460,1.0
44817,0.0
115610,1.0
60041,0.0
92898,1.0
31018,0.0
81392,1.0
111950,0.0
80663,0.0
107035,0.0
121308,0.0
123342,0.0
32903,0.0
17667,1.0
6464,0.0
101707,0.0
7978,1.0
110803,1.0
95617,0.0
60591,0.0
54418,1.0
124866,1.0
51574,0.0
114082,0.0
35331,0.0
70468,1.0
119099,0.0
110397,0.0
108193,0.0
29278,1.0
98147,1.0
97689,0.0
20805,1.0
30441,1.0
62128,1.0
50959,1.0
3920,1.0
22989,1.0
111036,0.0
34805,1.0
68068,0.0
117139,1.0
118651,1.0
16985,1.0
85072,0.0
15670,1.0
68137,0.0
123164,1.0
36845,0.0
17451,0.0
45594,0.0
123709,1.0
118741,1.0
46265,0.0
103439,0.0
117757,0.0
23043,1.0
45009,0.0
10869,1.0
113642,0.0
36913,0.0
9209,0.0
110354,1.0
102344,1.0
66245,1.0
2852,1.0
125304,1.0
94889,0.0
119911,0.0
129586,0.0
58194,1.0
78323,1.0
51948,0.0
50288,0.0
9685,1.0
90835,0.0
29806,1.0
127821,0.0
100724,0.0
104066,1.0
45221,0.0
96106,0.0
5168,1.0
85301,1.0
27576,0.0
10806,0.0
82950,0.0
68820,0.0
41932,0.0
94120,1.0
19301,1.0
17606,0.0
17961,0.0
28871,0.0
56733,1.0
59118,0.0
90580,0.0
104013,1.0
58434,1.0
62768,1.0
37157,1.0
43179,1.0
104829,0.0
53842,1.0
16606,1.0
126600,0.0
74144,1.0
8920,0.0
106271,1.0
125172,1.0
62313,0.0
46105,1.0
77477,0.0
59887,1.0
10298,1.0
122646,0.0
119398,1.0
8223,0.0
514,0.0
103577,0.0
80697,0.0
129555,0.0
53107,0.0
75395,0.0
19580,0.0
77032,0.0
42198,0.0
6985,0.0
89822,0.0
4380,0.0
108923,0.0
76291,1.0
87842,0.0
98703,1.0
80641,1.0
107586,1.0
92882,0.0
45533,0.0
125911,1.0
86568,1.0
118847,1.0
102099,1.0
88925,1.0
89716,0.0
54873,1.0
4354,0.0
1609,1.0
46669,1.0
2420,0.0
86676,0.0
122412,1.0
112547,1.0
81539,1.0
44355,1.0
55564,0.0
81036,1.0
62565,0.0
74322,0.0
67090,0.0
51430,1.0
99815,0.0
3643,0.0
97188,0.0
38294,0.0
96883,1.0
31773,0.0
53367,0.0
5512,0.0
22172,0.0
92685,0.0
81531,1.0
64202,1.0
64306,0.0
17380,1.0
33631,1.0
109499,1.0
94745,0.0
126484,0.0
90246,1.0
109782,0.0
112610,0.0
72338,1.0
93939,1.0
126750,0.0
36975,1.0
3017,0.0
93973,0.0
69643,0.0
123218,0.0
122185,1.0
16656,1.0
57284,0.0
114246,0.0
84364,0.0
53261,1.0
69411,1.0
38637,1.0
125026,1.0
41620,0.0
38761,0.0
3189,1.0
26509,1.0
38521,0.0
11753,0.0
45683,0.0
23806,0.0
73308,0.0
17747,0.0
46329,1.0
27803,1.0
41993,0.0
20855,1.0
42032,0.0
42506,1.0
36484,1.0
33321,0.0
49440,0.0
117775,0.0
98812,0.0
113150,1.0
101662,0.0
76362,1.0
103160,1.0
6054,1.0
52694,0.0
81256,1.0
115026,1.0
31424,0.0
36154,1.0
73038,0.0
70922,0.0
6442,1.0
23792,0.0
62854,0.0
125922,0.0
101735,1.0
13793,0.0
45544,0.0
128499,1.0
75319,1.0
63062,1.0
69088,0.0
56055,0.0
23256,1.0
2766,1.0
88472,0.0
92733,0.0
8997,0.0
72815,0.0
37792,1.0
115023,1.0
127160,1.0
115148,0.0
43633,0.0
26473,1.0
42952,0.0
40592,0.0
120510,1.0
125418,0.0
18427,1.0
45697,0.0
55250,0.0
49711,0.0
41865,0.0
67501,0.0
92116,0.0
43629,0.0
19680,0.0
48176,1.0
107843,0.0
1878,0.0
76953,1.0
66370,0.0
790,0.0
41623,0.0
40956,1.0
79213,0.0
30364,0.0
64612,0.0
17057,0.0
96444,1.0
71624,0.0
54240,0.0
31294,1.0
118896,1.0
53750,0.0
32975,0.0
13179,1.0
120172,1.0
76099,1.0
50399,0.0
56284,0.0
80295,1.0
111883,1.0
22828,0.0
81352,1.0
3488,0.0
15894,1.0
51938,0.0
44254,1.0
26778,0.0
49352,0.0
94980,0.0
23486,0.0
30993,0.0
57676,0.0
104952,0.0
65054,0.0
61313,1.0
97778,0.0
10236,0.0
119678,0.0
5341,0.0
43504,0.0
68573,0.0
60207,0.0
67099,1.0
33312,0.0
22560,0.0
29634,0.0
119122,1.0
115503,1.0
82380,0.0
48131,0.0
124582,1.0
72750,0.0
123767,0.0
126632,0.0
13247,1.0
62234,1.0
64146,0.0
109855,1.0
103861,0.0
60754,1.0
98299,0.0
38584,1.0
84490,0.0
14875,0.0
48090,1.0
64324,0.0
68561,0.0
69472,0.0
117618,0.0
14928,1.0
8949,0.0
119765,0.0
54211,0.0
16797,0.0
39714,1.0
61650,1.0
66594,0.0
78968,1.0
118926,0.0
112399,0.0
81713,0.0
42402,0.0
14788,0.0
16996,0.0
59008,0.0
13602,1.0
98144,1.0
27994,0.0
116125,0.0
110235,0.0
104696,1.0
18662,0.0
50454,0.0
35298,0.0
17541,1.0
99655,0.0
63601,1.0
69836,1.0
57583,0.0
4987,0.0
94548,0.0
48059,0.0
14437,1.0
79398,1.0
48238,0.0
49494,0.0
21101,0.0
93160,1.0
40831,0.0
16414,1.0
67575,1.0
5675,0.0
83603,0.0
126503,1.0
97633,1.0
105253,0.0
128930,0.0
63692,0.0
10592,0.0
65236,1.0
75594,1.0
37492,0.0
89014,0.0
50921,1.0
108325,0.0
67894,0.0
70093,1.0
65907,0.0
44188,0.0
81300,1.0
98286,0.0
126924,1.0
649,0.0
70975,0.0
25240,0.0
122472,1.0
118617,1.0
95726,0.0
2072,1.0
74312,1.0
100888,1.0
117017,0.0
27978,1.0
70390,0.0
43795,1.0
41892,0.0
110075,0.0
20727,0.0
49704,1.0
81384,1.0
70802,0.0
117350,1.0
94917,1.0
72231,0.0
28781,1.0
122659,1.0
19566,0.0
14415,1.0
37387,1.0
2501,0.0
61751,0.0
60840,0.0
103475,0.0
93139,0.0
74739,0.0
37097,1.0
122896,0.0
118916,0.0
11694,0.0
127390,0.0
1613,0.0
96510,0.0
72817,1.0
87228,1.0
66857,1.0
16687,0.0
69974,0.0
123377,0.0
9749,0.0
36878,1.0
56188,1.0
117387,1.0
57805,1.0
109462,1.0
52980,1.0
48052,0.0
48042,1.0
81618,0.0
80276,0.0
101631,1.0
4280,1.0
35632,1.0
54547,0.0
81291,1.0
40654,1.0
113570,0.0
116585,0.0
22904,0.0
44712,0.0
70897,0.0
98484,1.0
13787,0.0
2395,0.0
72992,0.0
46484,1.0
100300,0.0
128704,0.0
5183,0.0
48103,0.0
42586,1.0
126730,0.0
108384,1.0
6411,1.0
85645,1.0
79909,0.0
34868,1.0
45586,0.0
31080,0.0
49890,1.0
87948,0.0
46125,0.0
116340,0.0
53751,1.0
106747,0.0
113965,0.0
112312,0.0
30090,0.0
102102,0.0
58114,0.0
38196,1.0
45505,1.0
15676,0.0
53222,1.0
11709,1.0
126578,0.0
108717,0.0
3603,0.0
14432,0.0
62166,0.0
62599,1.0
90908,0.0
124571,1.0
77718,1.0
120043,1.0
17861,1.0
19353,0.0
10040,1.0
22768,1.0
94685,0.0
67791,0.0
22732,1.0
82252,1.0
106307,1.0
84197,1.0
32730,1.0
68234,0.0
117375,0.0
107259,0.0
31221,0.0
87975,1.0
99142,1.0
88011,0.0
88606,1.0
78053,1.0
69423,1.0
107108,1.0
128133,0.0
42904,1.0
107409,0.0
12680,0.0
16259,1.0
5928,0.0
58975,0.0
53769,0.0
761,0.0
103941,0.0
70818,0.0
106043,1.0
23641,1.0
28450,1.0
41632,0.0
37388,1.0
78571,1.0
101927,0.0
40688,0.0
2165,0.0
5901,1.0
47292,1.0
57557,1.0
102271,0.0
99450,0.0
69575,1.0
56224,0.0
8510,0.0
75812,1.0
6125,0.0
5475,0.0
114113,0.0
56159,1.0
119742,0.0
114045,1.0
56168,0.0
57258,0.0
62152,1.0
31055,0.0
8777,1.0
69746,0.0
118637,1.0
21097,0.0
64301,0.0
28009,1.0
28711,1.0
126953,0.0
44049,0.0
67758,1.0
49081,0.0
77706,1.0
28237,1.0
59645,0.0
87248,0.0
20088,0.0
69217,0.0
88471,0.0
104153,0.0
24702,0.0
19174,0.0
118513,1.0
88757,1.0
1919,0.0
28099,0.0
82508,1.0
22647,1.0
121227,1.0
83513,1.0
120954,0.0
53450,0.0
20591,0.0
76388,0.0
111033,0.0
3226,0.0
15268,0.0
89816,1.0
34907,0.0
81556,0.0
49334,0.0
85780,0.0
11890,0.0
113957,0.0
56295,1.0
99126,1.0
67172,0.0
75117,0.0
32544,1.0
104741,1.0
76294,0.0
3478,1.0
119521,0.0
90907,1.0
128925,0.0
110943,0.0
129730,0.0
31263,1.0
59917,0.0
6398,0.0
87138,1.0
37914,0.0
95718,0.0
1799,1.0
73656,1.0
24943,0.0
11549,1.0
82667,0.0
1097,0.0
99288,0.0
82724,1.0
26258,0.0
75160,0.0
66685,1.0
28777,0.0
102597,0.0
82172,0.0
73259,1.0
47873,0.0
65196,0.0
25415,1.0
37302,0.0
96254,1.0
3029,0.0
78149,1.0
120152,0.0
128690,0.0
32172,0.0
55884,1.0
40279,1.0
113444,0.0
4711,0.0
38762,1.0
8886,0.0
4592,1.0
1769,1.0
84160,0.0
113068,0.0
30358,1.0
79354,0.0
61539,1.0
3755,0.0
99310,0.0
90659,0.0
127382,1.0
46847,1.0
124634,0.0
46253,0.0
16122,1.0
126727,0.0
1754,0.0
3384,1.0
22289,1.0
98857,0.0
87655,1.0
124021,0.0
56195,1.0
49827,0.0
123651,0.0
101143,0.0
38685,0.0
747,0.0
73934,0.0
83816,1.0
111415,0.0
21222,1.0
34485,0.0
68436,0.0
24992,0.0
111889,0.0
32063,0.0
85526,0.0
99328,1.0
110853,1.0
75309,1.0
33223,1.0
84682,0.0
117534,1.0
86837,1.0
88319,1.0
45993,0.0
44867,1.0
123906,1.0
95175,0.0
50039,0.0
2537,0.0
62051,1.0
66913,0.0
67653,0.0
5437,1.0
114848,0.0
32866,0.0
27601,0.0
850,1.0
73034,1.0
119359,1.0
107819,1.0
98879,0.0
115334,0.0
1415,0.0
39685,1.0
35737,0.0
107533,0.0
14244,1.0
120273,1.0
73725,1.0
53440,0.0
12607,1.0
91384,0.0
10149,0.0
103826,0.0
69047,1.0
127135,0.0
54848,1.0
6384,0.0
40509,0.0
88347,0.0
56364,0.0
107766,0.0
12727,1.0
47868,1.0
12501,1.0
108950,0.0
92388,0.0
41423,1.0
125872,0.0
94382,0.0
63749,0.0
111437,0.0
72933,0.0
122376,0.0
3527,0.0
120914,0.0
16543,1.0
7242,0.0
62653,0.0
113818,1.0
23516,0.0
80175,0.0
127894,0.0
101891,0.0
53949,0.0
21167,0.0
60052,1.0
71429,1.0
66283,0.0
96607,0.0
36951,1.0
43327,0.0
77910,1.0
4173,0.0
29753,1.0
111942,0.0
34323,0.0
104279,1.0
59353,0.0
86577,1.0
29642,0.0
127522,1.0
29336,1.0
128071,0.0
65901,1.0
9044,1.0
116231,0.0
48489,0.0
87487,0.0
86240,1.0
42095,1.0
105372,1.0
110095,1.0
126644,1.0
86887,1.0
26308,1.0
15130,1.0
87216,0.0
104588,1.0
117916,1.0
8179,0.0
76276,0.0
128544,1.0
42873,0.0
63826,0.0
20148,0.0
63456,1.0
1193,1.0
3562,0.0
36547,1.0
77972,1.0
39634,1.0
127396,0.0
106999,0.0
51460,1.0
41763,0.0
123276,0.0
89112,1.0
25845,1.0
61393,1.0
17104,0.0
85863,0.0
52230,0.0
63636,0.0
8124,0.0
29363,1.0
984,0.0
18308,0.0
117293,1.0
125027,0.0
127739,1.0
29104,1.0
6408,0.0
30558,1.0
87346,1.0
119990,1.0
65797,1.0
112003,0.0
102378,1.0
19449,0.0
12070,0.0
15231,0.0
88544,0.0
83549,0.0
87267,0.0
29010,0.0
107641,0.0
93678,1.0
26212,1.0
9092,1.0
41924,1.0
94129,1.0
106650,0.0
111617,0.0
19025,1.0
32299,1.0
1178,0.0
55267,0.0
88983,0.0
89605,1.0
95439,0.0
12448,1.0
26858,1.0
86312,1.0
126217,0.0
124793,0.0
79,0.0
120831,1.0
57679,0.0
89648,1.0
114588,0.0
123966,0.0
121670,0.0
46690,1.0
1480,0.0
77238,0.0
64787,0.0
117807,0.0
40745,1.0
66529,0.0
113901,0.0
84032,0.0
106587,0.0
7191,0.0
114205,1.0
89049,0.0
69747,0.0
102108,0.0
126152,0.0
47774,0.0
121603,0.0
9293,0.0
41133,0.0
73420,1.0
80170,0.0
52243,0.0
9689,0.0
29988,0.0
59150,0.0
106249,1.0
14402,0.0
57616,0.0
102247,1.0
108683,1.0
30154,0.0
18742,1.0
23525,1.0
54569,1.0
124716,0.0
75828,0.0
100561,0.0
108934,1.0
118859,0.0
37796,0.0
107537,1.0
107665,1.0
63689,0.0
121840,1.0
6399,0.0
26465,0.0
69855,0.0
117113,0.0
60127,0.0
87232,0.0
15965,1.0
16941,0.0
43733,1.0
23499,1.0
123327,0.0
81544,1.0
39344,1.0
105561,0.0
110434,0.0
117449,1.0
69563,0.0
120496,0.0
2229,0.0
81268,0.0
124508,1.0
67335,0.0
128390,0.0
10870,1.0
3714,0.0
71341,0.0
12702,1.0
40014,0.0
39132,0.0
67705,0.0
56358,0.0
127955,0.0
96548,0.0
25485,1.0
59656,0.0
53783,0.0
87694,0.0
6071,1.0
109152,0.0
17732,0.0
58820,0.0
20883,0.0
92487,0.0
49979,0.0
79922,0.0
129096,0.0
28065,1.0
106832,1.0
14774,0.0
11062,0.0
56334,1.0
108541,0.0
55971,1.0
73607,1.0
37255,0.0
121300,0.0
128586,0.0
119627,0.0
84558,1.0
38708,1.0
89670,0.0
48483,1.0
50705,0.0
60000,0.0
37109,0.0
51776,1.0
100843,0.0
84133,0.0
82240,0.0
37252,0.0
48440,1.0
81630,0.0
31437,1.0
113762,0.0
90247,1.0
17500,0.0
97127,1.0
60284,0.0
103404,1.0
60548,0.0
20442,1.0
83427,0.0
83897,0.0
89676,0.0
129365,0.0
75274,0.0
30418,1.0
17695,1.0
93317,0.0
78883,0.0
61502,0.0
71202,0.0
53579,0.0
27173,0.0
117933,0.0
27549,1.0
93552,0.0
5859,0.0
83497,0.0
91934,1.0
31894,1.0
4745,1.0
96344,0.0
118568,0.0
1047,1.0
88528,0.0
64317,0.0
104260,1.0
69379,0.0
6980,0.0
43299,0.0
13418,0.0
94829,1.0
36241,0.0
42745,1.0
14655,0.0
123726,0.0
76572,1.0
86122,1.0
36387,0.0
95167,0.0
103339,1.0
26265,1.0
43059,0.0
71977,1.0
12911,0.0
62564,0.0
83367,0.0
2220,0.0
129419,0.0
8440,1.0
26449,1.0
89854,0.0
73575,0.0
69225,1.0
128839,0.0
72341,1.0
70846,0.0
115323,1.0
32108,0.0
111386,0.0
52629,1.0
13652,0.0
110975,0.0
103109,0.0
29900,0.0
101817,0.0
120100,0.0
52598,1.0
44025,1.0
99078,0.0
55734,1.0
48778,0.0
103406,0.0
135,0.0
17432,0.0
72234,1.0
22527,0.0
61377,0.0
17730,1.0
2883,1.0
8286,0.0
59093,1.0
69701,1.0
32642,1.0
31232,1.0
22147,1.0
13716,1.0
61879,0.0
26818,1.0
94412,1.0
10037,0.0
71261,1.0
50604,1.0
28201,0.0
91949,1.0
66144,0.0
59544,0.0
47994,1.0
58675,1.0
53208,1.0
99837,0.0
4248,1.0
102340,0.0
12072,0.0
21234,0.0
90079,0.0
16105,0.0
128269,1.0
113377,1.0
81225,1.0
4800,1.0
10021,0.0
107017,0.0
120329,0.0
70058,0.0
124034,1.0
77096,1.0
87897,0.0
32248,0.0
51042,0.0
16595,0.0
113927,1.0
21931,1.0
94158,1.0
106282,0.0
17356,1.0
22146,0.0
81404,0.0
88626,0.0
75850,1.0
64677,0.0
43608,0.0
5652,0.0
89866,1.0
96730,1.0
51619,0.0
24124,0.0
60497,0.0
92961,1.0
100835,1.0
59056,1.0
55953,1.0
37189,0.0
9958,1.0
91372,0.0
98079,0.0
125534,1.0
77572,1.0
100517,1.0
14011,0.0
50259,0.0
15825,0.0
41178,1.0
15146,0.0
125633,0.0
34173,0.0
37357,1.0
4620,0.0
100252,0.0
3076,1.0
43752,0.0
69683,0.0
85830,1.0
4602,1.0
26717,0.0
20540,0.0
55404,0.0
56042,0.0
109100,0.0
77276,0.0
32876,0.0
27398,1.0
25616,0.0
45119,1.0
87881,1.0
30790,1.0
88634,0.0
89521,1.0
56375,1.0
104954,0.0
89518,0.0
28943,1.0
30202,1.0
111474,0.0
29335,0.0
105512,0.0
37649,1.0
91334,0.0
59034,0.0
98748,1.0
111172,0.0
82372,0.0
2670,1.0
110451,1.0
71345,1.0
125679,1.0
69275,1.0
114632,1.0
64946,1.0
97599,1.0
41387,1.0
31711,1.0
101242,1.0
27789,0.0
45411,0.0
97486,0.0
28816,0.0
108900,1.0
83805,0.0
21831,1.0
58004,0.0
126550,0.0
128502,0.0
64049,0.0
71342,0.0
43846,0.0
64144,1.0
67178,1.0
41284,1.0
113497,1.0
71967,0.0
61896,0.0
68313,1.0
3326,0.0
59068,1.0
61979,1.0
22190,0.0
76493,0.0
56067,0.0
78592,0.0
106430,0.0
85058,1.0
34077,1.0
61612,1.0
49734,0.0
12775,0.0
14565,0.0
74353,0.0
39575,1.0
88633,1.0
28323,0.0
37106,1.0
917,0.0
11170,0.0
113249,1.0
3983,1.0
56864,0.0
120620,0.0
128134,1.0
64890,0.0
24485,0.0
103632,1.0
23911,1.0
5847,0.0
95341,0.0
92042,1.0
49268,0.0
28477,0.0
117057,0.0
106829,1.0
98054,1.0
